,date,close,volume,macd,rsi_30,cci_30,dx_30
0,2009-01-02,2.795912981033325,746015200,0.0,100.0,66.66666666666667,100.0
1,2009-01-05,2.913911819458008,1181608400,0.0026474098364506204,100.0,66.66666666666667,100.0
2,2009-01-06,2.865849494934082,1289310400,0.0018829158000497337,70.35529732323478,46.76287475551432,100.0
3,2009-01-07,2.8039233684539795,753048800,-0.0007467557705127525,50.42922199701971,-29.78732206301571,43.608348620641415
4,2009-01-08,2.8559911251068115,673500800,-8.806301228192481e-05,60.22707110149443,-9.011779259444676,48.35825593844433
5,2009-01-09,2.7906761169433594,546845600,-0.0024833520355973526,47.9327459068671,-27.258296636879024,49.95275756538259
6,2009-01-12,2.73152232170105,617716400,-0.006656465952793678,40.237286922744765,-101.62517194720431,9.32098583463581
7,2009-01-13,2.7022533416748047,798397600,-0.010739666905875023,37.18179719564723,-113.58805247190038,3.6141284562015
8,2009-01-14,2.6289288997650146,1021664000,-0.017041690639554297,31.06777837675149,-136.01543989901677,17.74580903473402
9,2009-01-15,2.5688507556915283,1831634000,-0.024358825731354283,27.267367106669454,-166.4699948368911,43.23494879679449
10,2009-01-16,2.5365023612976074,1047625600,-0.031028070338520397,25.527979694357825,-137.20400489666207,40.64119566157963
11,2009-01-20,2.4092609882354736,919914800,-0.04248498641854237,20.267242026998034,-150.2144983114841,48.995359194338235
12,2009-01-21,2.5519068241119385,1089270000,-0.042360362712905,35.64710016939944,-98.47738752289386,40.53797856567433
13,2009-01-22,2.7222797870635986,1409528400,-0.031842742934588664,48.032550006836665,4.350837715722498,5.738349862990348
14,2009-01-23,2.7222797870635986,763770000,-0.023504594139140078,48.032550006836665,7.607923512149844,5.738349862990347
15,2009-01-26,2.7617154121398926,692238400,-0.014490473509762403,50.39729123484742,32.52405507157468,10.916810401669252
16,2009-01-27,2.795297384262085,618038400,-0.0053579190713759495,52.30903232783605,50.47206311937379,13.592385815430818
17,2009-01-28,2.9022045135498047,861406000,0.008442396010797104,57.68044480972891,98.86805527733745,27.447993457005133
18,2009-01-29,2.8652336597442627,592729200,0.01657374612670992,55.44635098306854,88.94579187960393,27.447993457005122
19,2009-01-30,2.776811122894287,651478800,0.016877196301475994,50.597604160599104,48.89631135946765,12.036576129455161
20,2009-02-02,2.819328546524048,558247200,0.019722291891800747,52.65699867397404,37.62177630332858,6.155747686359204
21,2009-02-03,2.864616870880127,599309200,0.024727769233394703,54.736147713163454,63.30259497860304,12.275308809039652
22,2009-02-04,2.882178544998169,808421600,0.029509706529027735,55.51975758592242,100.57968909659891,23.382572299568512
